Date,Open,High,Low,Close,Volume,Amplitude,Daily Change,Daily Change %,Year
03-05,267.5610900161118,267.7716636893495,266.47950838583773,267.0633544921875,59114600,1.2921553035117768,-0.4977355239242911,-0.19,2019
03-06,267.1877861633369,267.19736698789654,265.10121109749514,265.4457702636719,75039800,2.0961558904014055,-1.7420158996650343,-0.65,2019
03-07,264.96720648273003,265.1203536323618,262.3254984786213,263.2252197265625,94885100,2.7948551537405137,-1.7419867561675346,-0.66,2019
03-08,261.2438765860361,262.8805908553177,260.746170333751,262.69873046875,85795800,2.1344205215666534,1.4548538827139055,0.56,2019
03-11,263.4644865379852,266.6804888049993,263.4357732752379,266.5082092285156,65098900,3.244715529761379,3.043722690530444,1.16,2019
03-12,267.10167806164407,268.0684067422764,266.90068519086117,267.51324462890625,79667500,1.1677215514152408,0.41156656726218444,0.15,2019
03-13,268.4608633784869,270.27943861338633,268.28855455067617,269.28399658203125,80639200,1.9908840627101654,0.8231332035443302,0.31,2019
03-14,269.31262612593144,269.7624866840099,268.6426403054882,269.11163330078125,67518400,1.119846378521686,-0.20099282515019468,-0.07,2019
03-15,269.7010445171483,271.30650584699924,269.4991369685932,270.4412841796875,81309000,1.8073688784060664,0.7402396625391816,0.27,2019
03-18,270.6719818484837,271.73911098437446,270.4316408845485,271.4218444824219,62199800,1.3074700998259914,0.7498626339381644,0.28,2019
03-19,272.556264833853,273.3734006065709,270.53739495276596,271.4891357421875,90268100,2.836005653804932,-1.0671290916654925,-0.39,2019
03-20,271.2583831439158,272.54660697194726,269.48947746937296,270.67193603515625,84609200,3.0571295025742984,-0.5864471087595575,-0.22,2019
03-21,269.79718162518776,274.1617526502856,269.74909582661724,273.7291564941406,79550400,4.412656823668385,3.9319748689528637,1.46,2019
03-22,272.27746147500653,272.8350395800324,268.3935434388242,268.4608459472656,122659300,4.441496141208177,-3.8166155277409075,-1.4,2019
03-25,268.09549690844057,269.36450406484147,266.9130383050378,268.2589416503906,85575200,2.451465759803682,0.16344474195005887,0.06,2019
03-26,270.1336239599952,271.2776493103295,268.75888066959243,270.25860595703125,68125900,2.5187686407370506,0.12498199703605906,0.05,2019
03-27,270.2489809719605,270.87389095261307,267.191850934216,268.84539794921875,72224700,3.6820400183970605,-1.4035830227417705,-0.52,2019
03-28,269.51833353241517,270.34509227601876,268.28778910434676,269.8644104003906,56238500,2.057303171672004,0.3460768679754551,0.13,2019
03-29,271.47949031516185,271.9120863467743,270.2777857743111,271.5660095214844,82186800,1.6343005724631894,0.08651920632252086,0.03,2019
04-01,273.7003045687803,275.1038875993006,273.4118778056892,274.78662109375,77617900,1.692009793611419,1.086316524969675,0.4,2019
04-02,274.98850611967634,275.1711675864662,274.0751987857271,274.92120361328125,40070400,1.095968800739115,-0.0673025063950945,-0.02,2019
04-03,276.21907292977625,276.6420753777573,274.709724619412,275.3538513183594,68243200,1.932350758345308,-0.8652216114168709,-0.31,2019
04-04,275.6999024959871,276.3536228224006,274.9596629503565,276.0844421386719,48997500,1.3939598720440927,0.3845396426847856,0.14,2019
04-05,276.7958348276566,277.4783948039126,276.4881914186293,277.42071533203125,58621700,0.9902033852832801,0.6248805043746302,0.23,2019
04-08,276.9688893622849,277.74759161649195,276.2670832955647,277.6322326660156,53566300,1.4805083209272425,0.6633433037306986,0.24,2019
04-09,276.6036048331425,276.94968173258246,275.62302427956666,276.2094421386719,66142300,1.3266574530157982,-0.39416269447065133,-0.14,2019
04-10,276.65168331558147,277.24775358734485,276.2094641293685,277.151611328125,52601500,1.0382894579763615,0.4999280125435348,0.18,2019
04-11,277.6706562605371,277.68027928556677,276.4689516714645,277.0746154785156,55093100,1.211327614102288,-0.5960407820214755,-0.21,2019
04-12,278.79551908226824,279.2473612694931,277.12275535609353,278.9493408203125,69727800,2.1246059133995914,0.15382173804425747,0.06,2019
04-15,279.0261897161201,279.1319549786872,277.91100430823144,278.7666320800781,49596700,1.2209506704557498,-0.25955763604196136,-0.09,2019
04-16,279.70882648362607,279.7665059680806,278.31483715281604,278.9493408203125,52153200,1.4516688152645543,-0.7594856633135691,-0.27,2019
04-17,280.14136517015675,280.17020490647,277.82447522468806,278.2667236328125,58268300,2.345729681781961,-1.874641537344246,-0.67,2019
04-18,278.8916838452604,279.10318508482953,277.5073174296259,278.81475830078125,68708500,1.5958676552036195,-0.07692554447913835,-0.03,2019
04-22,277.99754662236097,279.2184679269359,277.9014043872272,279.0550231933594,40160100,1.3170635397086699,1.0574765709984035,0.38,2019
04-23,279.449197080177,281.8141729380963,279.19926246494794,281.564208984375,52246600,2.6149104731483703,2.1150119041980133,0.76,2019
04-24,281.47769239195253,281.8333922749499,280.7855093385414,280.9393310546875,50392900,1.0478829364085414,-0.5383613372650302,-0.19,2019
04-25,280.8335683715407,281.46807195454295,279.49728804162885,280.7662658691406,57770900,1.9707839129141007,-0.06730250240008218,-0.02,2019
04-26,280.81437673349615,282.1506571827283,279.98758859509377,282.0737609863281,50916400,2.163068587634541,1.2593842528319783,0.45,2019
04-29,282.16985334542716,283.0735375204498,282.0737111130543,282.51593017578125,57197700,0.999826407395517,0.3460768303540931,0.12,2019
04-30,282.1506346413811,282.9677996880134,280.6413158669583,282.66015625,81111700,2.326483821055092,0.5095216086189112,0.18,2019
05-01,283.3330941841242,283.5542183839843,280.52589943618574,280.5355224609375,71671900,3.028318947798539,-2.7975717231867065,-0.99,2019
05-02,280.4105524477085,281.3911621825119,278.33400336861405,279.92987060546875,65030200,3.0571588138978427,-0.48068184223973276,-0.17,2019
05-03,281.50655780967924,282.9678202386277,280.0452660422356,282.6697998046875,56543700,2.9225541963921273,1.1632419950082635,0.41,2019
05-06,278.0744552494673,281.97758959491284,277.7379720806891,281.50653076171875,107198100,4.239617514223767,3.4320755122514583,1.23,2019
05-07,278.9396483307083,279.5741518401981,274.7673337426898,276.805419921875,144729900,4.806818097508312,-2.1342284088332804,-0.77,2019
05-08,276.4209289550781,278.24751428566935,275.78642533400006,276.4209289550781,91568300,2.4610889516692964,0.0,0.0,2019
05-09,274.2098209474803,276.2286615576348,272.3543664234438,275.5845642089844,103471100,3.874295134190959,1.3747432615040793,0.5,2019
05-10,274.58470992306155,277.77644461827794,271.3929752278452,276.9689025878906,112429300,6.383469390432708,2.3841926648290723,0.87,2019
05-13,271.5083603829732,272.5369972876065,269.11454471999303,270.00860595703125,127290500,3.4224525676134476,-1.4997544259419442,-0.55,2019
05-14,271.09494361687257,274.08480001564584,270.9603679532788,272.4504699707031,77003200,3.1244320623670205,1.3555263538305553,0.5,2019
05-15,270.7104227180747,274.72891626875247,270.4892984872836,274.0463562011719,73956400,4.239617781468894,3.3359334830971648,1.23,2019
05-16,274.7961988326606,278.03598983515224,274.7193026449407,276.5843505859375,76749600,3.316687190211553,1.7881517532769067,0.65,2019
05-17,274.12326660892603,277.4495768824048,274.1040205577922,274.79620361328125,100353000,3.3455563246126303,0.6729370043552194,0.25,2019
05-20,273.08501450610294,274.9115999642539,272.1813301346551,272.9792785644531,62877600,2.7302698295987966,-0.1057359416498116,-0.04,2019
05-21,274.7865580406231,275.8440639189726,274.5173773932696,275.4403076171875,46847100,1.3266865257029963,0.6537495765643939,0.24,2019
05-22,274.42129140197,275.61337305161527,274.0848082251689,274.5943298339844,49482500,1.5285648264463703,0.17303843201437985,0.06,2019
05-23,272.2197466641695,272.2678031133935,269.72981822143987,271.2391662597656,98733800,2.537984891953613,-0.980580404403895,-0.36,2019
05-24,272.77736272853485,273.21961121241867,271.1911182825919,271.8544616699219,55268100,2.0284929298267684,-0.9229010586129789,-0.34,2019
05-28,272.15246158841455,273.17150482053455,269.30683309146593,269.3260498046875,70029400,3.8646717290686183,-2.8264117837270533,-1.04,2019
05-29,268.1339942202538,268.5665903485203,266.01898202040724,267.5187072753906,104972900,2.5476083281130855,-0.6152869448631577,-0.23,2019
05-30,268.3262553314227,269.22034602664155,267.0764940374135,268.2493591308594,62523800,2.1438519892280397,-0.07689620056333979,-0.03,2019
05-31,265.52870370341145,266.41314200452194,264.60577329551876,264.6346130371094,86862800,1.8073687090031854,-0.8940906663020769,-0.34,2019
06-03,264.6730697571849,265.865151500352,262.5388409127597,263.961669921875,96428000,3.3263105875922747,-0.7113998353099191,-0.27,2019
06-04,266.4131217742404,269.83557442942526,265.9324398918999,269.6913757324219,77231900,3.903134537525375,3.2782539581814945,1.23,2019
06-05,271.42180199185174,272.05630555793005,269.4894808944912,272.0274658203125,71169700,2.566824663438865,0.6056638284607629,0.22,2019
06-06,272.34474739341385,274.5174095377128,271.6525643136698,273.79638671875,69430400,2.8648452240429947,1.4516393253361457,0.53,2019
06-07,274.88273852554335,277.6899336715843,274.7000770602961,276.5362854003906,74272200,2.9898566112881895,1.6535468748472795,0.6,2019
06-10,278.1898375030219,279.58382674536915,277.70915560407394,277.8052978515625,60799100,1.8746711412952095,-0.38453965145941993,-0.14,2019
06-11,279.7472227517949,280.1413854022035,277.04579301421944,277.73797607421875,58641300,3.095592387984084,-2.0092466775761295,-0.72,2019
06-12,277.48811321174674,278.08415418506223,276.6997877070712,277.2477722167969,47096300,1.3843664779910227,-0.24034099494986094,-0.09,2019
06-13,278.2186851854904,278.77629263374473,277.46882257526556,278.3917236328125,48945200,1.3074700584791685,0.17303844732208518,0.06,2019
06-14,278.08404541015625,278.7281425951175,277.2668804792677,278.08404541015625,52324700,1.46126211584982,0.0,0.0,2019
06-17,278.3340180285061,279.0069843784834,278.0071578791863,278.1898193359375,39205700,0.9998264992971144,-0.14419869256857965,-0.05,2019
06-18,280.1318256671139,282.22759181388574,279.7472566572323,281.102783203125,85434800,2.480335156653439,0.9709575360110989,0.35,2019
06-19,281.2469387768916,282.3044447148806,280.20867888954274,281.73724365234375,78674400,2.095765825337878,0.4903048754521251,0.17,2019
06-20,284.6021143919417,284.86167202582806,281.80454253942315,284.4290466308594,116570000,3.0571294864049037,-0.17306776108233635,-0.06,2019
06-21,284.1411843262233,285.4839638134585,283.78375445151715,284.0155944824219,83309500,1.7002093619413472,-0.12558984380143556,-0.04,2019
06-24,284.2378064343848,284.5758966669855,283.5036069965851,283.6678466796875,47582700,1.0722896704003801,-0.5699597546973223,-0.2,2019
06-25,283.72574743233315,283.7547274313945,280.76966960336415,280.8855895996094,82028700,2.9850578280303353,-2.8401578327237758,-1.0,2019
06-26,281.8420593203217,282.3830391493823,280.4896097476704,280.60552978515625,51584900,1.8934294017118987,-1.2365295351654595,-0.44,2019
06-27,281.4170055295921,282.1415352605181,281.01128538974,281.6005554199219,40355200,1.1302498707780728,0.1835498903298003,0.07,2019
06-28,282.64381100372145,283.5808704550865,282.0931909196206,283.049560546875,59350900,1.4876795354658725,0.40574954315354717,0.14,2019
07-01,286.6045818202502,286.8364513393953,284.3343831779401,285.6192321777344,78705600,2.502068161455213,-0.9853496425158141,-0.34,2019
07-02,285.57096906729413,286.42108868307724,284.6725592611014,286.3631286621094,61504500,1.7485294219758316,0.7921595948152458,0.28,2019
07-03,287.0876389855511,288.67195806801135,286.933069113029,288.6526184082031,40898900,1.7388889549823716,1.5649794226520157,0.55,2019
07-05,287.338807980658,288.4980672406781,285.9573784906519,288.32415771484375,51677300,2.54068875002622,0.9853497341857747,0.34,2019
07-08,286.92341803824655,288.1309674835694,286.16023853407,286.7398681640625,45841800,1.970728949499403,-0.18354987418405244,-0.06,2019
07-09,285.503270015843,287.41600900904666,285.44531001490833,287.09722900390625,41101300,1.9706989941383313,1.5939589880632639,0.56,2019
07-10,288.2372151183228,289.4834143895366,287.6672553229459,288.46905517578125,58448500,1.8161590665907283,0.2318400574584416,0.08,2019
07-11,289.15490298169675,289.40605316346466,288.0729436354258,289.1452331542969,50826100,1.3331095280388467,-0.00966982739987543,-0.0,2019
07-12,289.666968960172,290.5170884928908,289.338519046383,290.4397888183594,40326000,1.1785694465078222,0.7728198581873471,0.27,2019
07-15,290.90341556446316,290.90341556446316,289.99533627508634,290.53631591796875,33900000,0.9080792893768148,-0.3670996464944096,-0.13,2019
07-16,290.43978440713744,290.66198411655574,289.27088480799637,289.5993347167969,36650100,1.391099308559376,-0.8404496903405629,-0.29,2019
07-17,289.57034996920976,289.74423000963634,287.62860107421875,287.62860107421875,36036300,2.1156289354175897,-1.941748894991008,-0.67,2019
07-18,287.0972900918945,289.08732916390125,286.6239401564831,288.68157958984375,51392600,2.4633890074181295,1.5842894979492712,0.55,2019
07-19,289.85043944733525,289.87941944705017,286.894361551699,287.0779113769531,58678600,2.98505789535119,-2.7725280703821227,-0.96,2019
07-22,287.50295191080164,288.36274106863976,286.95233189636804,287.7831115722656,43638100,1.4104091722717271,0.2801596614639834,0.1,2019
07-23,288.98106051646994,289.8408203125,288.0922912344716,289.8408203125,44564500,1.7485290780284117,0.8597597960300618,0.3,2019
07-24,289.0293833641376,291.2029724121094,288.93277351021226,291.2029724121094,47213200,2.2701989018971176,2.1735890479718023,0.75,2019
07-25,290.7199386479644,290.7778986612956,288.9520697978015,289.8118591308594,55394100,1.8258288634940527,-0.9080795171050227,-0.31,2019
07-26,290.54605168992583,291.9661309451017,290.4107920079157,291.75360107421875,45084100,1.5553389371860362,1.2075493842929177,0.42,2019
07-29,291.62800908335413,291.7535989353897,290.6329895772387,291.2222595214844,38126500,1.1206093581510004,-0.4057495618697544,-0.14,2019
07-30,289.72489565609453,290.9421147998836,289.3191461144367,290.50738525390625,45849000,1.6229686854468923,0.7824895978117183,0.27,2019
07-31,290.76826135215026,290.97115090268795,285.1749130718072,287.32916259765625,104245200,5.796237830880727,-3.4390987544940117,-1.18,2019
08-01,287.4933659008826,290.65230450544846,283.97696791114663,284.82708740234375,142646600,6.675336594301825,-2.6662784985388726,-0.93,2019
08-02,283.87076505099037,284.1315851506143,281.02093621067814,282.6825256347656,116749700,3.1106489399361408,-1.1882394162247465,-0.42,2019
08-05,278.3062824864292,278.4222024954732,272.15261632982345,274.1813049316406,178745400,6.269586165649741,-4.124977554788586,-1.48,2019
08-06,276.2003845748526,278.2580536324012,274.62573531555716,278.02618408203125,120711700,3.632318316844021,1.8257995071786581,0.66,2019
08-07,274.74163104006794,279.01153865053277,272.4617919450118,278.1903991699219,140572300,6.549746705520988,3.4487681298539314,1.26,2019
08-08,279.7843708377664,283.6485290527344,279.1951008609538,283.6485290527344,87713900,4.453428191780574,3.864158214967972,1.38,2019
08-09,282.64382031745004,283.28140991702446,279.8133316941948,281.7164306640625,93730000,3.4680782228296607,-0.9273896533875359,-0.33,2019
08-12,280.1128786612584,281.7068383582442,277.27271942756283,278.2870788574219,65527600,4.434118930681393,-1.825799803836503,-0.65,2019
08-13,277.968190113332,284.16050670834215,277.6010903945074,282.6148376464844,94299800,6.559416313834731,4.646647533152361,1.67,2019
08-14,278.28700361148674,278.93423356183854,274.12337575833106,274.25860595703125,135622100,4.810857803507474,-4.028397654455489,-1.45,2019
08-15,275.20532346621155,275.93952288281275,272.79989466765204,274.9831237792969,99556600,3.1396282151607124,-0.22219968691467784,-0.08,2019
08-16,276.75101834832657,279.5042074555195,275.041109492615,279.04052734375,83018300,4.463097962904499,2.2895089954234322,0.83,2019
08-19,282.26711353600103,283.1268734511641,281.54258383483693,282.40234375,53571800,1.584289616327169,0.13523021399896606,0.05,2019
08-20,281.86131195859923,282.43127168067616,280.1031426136708,280.2383728027344,51596400,2.3281290670053636,-1.6229391558648558,-0.58,2019
08-21,282.54719899532097,282.91426918321156,281.8129996571772,282.5182189941406,49524700,1.1012695260343435,-0.028980001180343606,-0.01,2019
08-22,283.271814701557,283.9480247619198,280.53790600653656,282.43133544921875,51666400,3.4101187553832233,-0.8404792523382412,-0.3,2019
08-23,281.04022800145475,282.8177371670491,273.84322183949206,275.1763610839844,149161500,8.974515327557015,-5.863866917470375,-2.09,2019
08-26,277.51420182344737,278.21942138671875,275.8815924436203,278.21942138671875,72423800,2.3378289430984296,0.7052195632713847,0.25,2019
08-27,279.70708501813897,280.10316475078696,276.31627693996677,277.12774658203125,66668900,3.7868878108201898,-2.5793384361077187,-0.92,2019
08-28,276.4225539984372,279.2530426304842,275.5627647008117,279.07916259765625,59696700,3.6902779296724475,2.656608599219055,0.96,2019
08-29,281.8130799386555,283.20417935396387,280.7407606271434,282.64385986328125,57899400,2.463418726820464,0.8307799246257446,0.29,2019
08-30,284.2280980261434,284.24740819986994,281.5231996453738,282.5182189941406,62901200,2.7242085544961583,-1.7098790320027888,-0.6,2019
09-03,280.7020922918931,281.67777209693855,279.44622330820584,280.8663024902344,69101400,2.2315487887327095,0.16421019834126582,0.06,2019
09-04,283.1848914563834,284.07363146980936,282.38306199691425,284.0543212890625,46887300,1.6905694728951062,0.8694298326790886,0.31,2019
09-05,286.7108825553499,288.6815819851615,284.01562399131217,287.7059020996094,83258100,4.665957993849304,0.9950195442594918,0.35,2019
09-06,288.0440195761339,288.61397936098126,287.319489928774,287.9280700683594,49584300,1.2944894322072855,-0.1159495077745305,-0.04,2019
09-09,288.98107755855284,289.0776579260698,287.0683086864936,288.072998046875,51260300,2.0093492395761814,-0.9080795116778404,-0.31,2019
09-10,287.2614713455819,288.0729704118953,285.91869186533137,288.0053405761719,57947100,2.154278546563944,0.7438692305899508,0.26,2019
09-11,288.33382602227385,290.140315266005,287.6382763661711,290.0533752441406,68821100,2.502038899833906,1.719549221866771,0.6,2019
09-12,291.0193945994959,292.1882941205827,290.2079249705541,291.05804443359375,72908700,1.9803691500286504,0.038649834097839175,0.01,2019
09-13,291.53143786612355,291.9082074721536,290.4687883786936,290.8648681640625,62104800,1.4394190934600033,-0.6665697020610537,-0.23,2019
09-16,289.6572299669717,290.9130987881379,289.2804899574484,289.96636962890625,58191200,1.6326088306894917,0.30913966193452325,0.11,2019
09-17,289.7538932247927,290.79720292472376,289.5703433592477,290.70062255859375,41475500,1.2268595654760475,0.946729333801045,0.33,2019
09-18,290.28521226846715,290.990431746691,288.1116233010123,290.87451171875,73375800,2.8788084456787146,0.5892994502828515,0.2,2019
09-19,291.2898931475013,292.3525425079359,290.4977336714331,290.85516357421875,76560500,1.854808836502798,-0.4347295732825387,-0.15,2019
09-20,291.4995547909268,291.80043723394266,288.63659570498044,289.4809265136719,89565000,3.163841528962223,-2.0186282772549475,-0.69,2019
09-23,288.7724603931848,290.1796982012936,288.5007213922715,289.4129943847656,43476800,1.6789768090221173,0.6405339915808099,0.22,2019
09-24,290.5776403597218,290.99494858447133,286.113330874898,287.1420593261719,94869400,4.881617709573334,-3.4355810335499086,-1.18,2019
09-25,287.22935846482795,289.3159288980625,285.64743769748725,288.84039306640625,71854000,3.668491200575261,1.6110346015782966,0.56,2019
09-26,288.8501286771311,289.0733248835009,286.7344442549152,288.23870849609375,56179700,2.3388806285856845,-0.6114201810373743,-0.21,2019
09-27,289.0441920107594,289.16067696588664,285.02633477007737,286.6858825683594,84746600,4.134342195809268,-2.3583094424000137,-0.82,2019
09-30,287.2390532897808,288.7724311502273,287.19054010848146,288.01544189453125,51662400,1.5818910417458483,0.7763886047504229,0.27,2019
10-01,288.956883496958,289.65564522085214,284.3567194247659,284.5896301269531,88242400,5.298925796086223,-4.367253370004903,-1.51,2019
10-02,282.9009638579745,282.9106783428572,278.1843445087715,279.56243896484375,122539500,4.726333834085665,-3.3385248931307387,-1.18,2019
10-03,279.319791605972,281.8819275557079,276.4180041202906,281.8528137207031,85278800,5.463923435417257,2.533022114731125,0.91,2019
10-04,282.55160153158243,285.93863965907235,282.49334423885097,285.6669006347656,65091200,3.4452954202213846,3.1152991031831903,1.1,2019
10-07,284.8128356532726,286.5500401627699,284.1334733305576,284.434326171875,59610500,2.416566832212311,-0.3785094813976002,-0.13,2019
10-08,282.4545516085538,283.2406548606821,279.9797568815328,280.0185852050781,95708100,3.26089797914932,-2.4359664034756747,-0.86,2019
10-09,282.173084662263,283.6773489330484,281.5034367953117,282.677734375,62359400,2.173912137736693,0.5046497127369776,0.18,2019
10-10,282.59040095362633,285.5310170380697,282.4157179269859,284.5896301269531,55296300,3.1152991110838,1.9992291733267962,0.71,2019
10-11,287.53023302517585,289.92737094969397,287.4040928121642,287.5399475097656,98720400,2.5232781375297577,0.009714484589778749,0.0,2019
10-14,287.2002670756926,287.9184577385611,286.85090103753856,287.2196960449219,40394800,1.0675567010225109,0.01942896922929549,0.01,2019
10-15,288.33571215298,290.8590194436506,288.20954234584764,290.0632019042969,46754500,2.649477097802958,1.7274897513168526,0.6,2019
10-16,289.56829827214807,290.3350021422327,289.13159071374434,289.597412109375,48928200,1.20341142848838,0.029113837226930173,0.01,2019
10-17,290.83967144572597,291.38314952211533,289.7138869682526,290.45147705078125,45736600,1.6692625538627226,-0.3881943949447191,-0.13,2019
10-18,289.8788458917521,290.56789307079663,288.26781123436433,289.1800842285156,64304000,2.300081836432298,-0.6987616632364961,-0.24,2019
10-21,290.5872791065818,291.35395319390096,290.12142819414095,291.14044189453125,39048600,1.2325249997600167,0.5531627879494749,0.19,2019
10-22,291.71305551325656,292.0236228114956,290.09233610697805,290.18939208984375,48594700,1.9312867045175608,-1.5236634234128132,-0.52,2019
10-23,289.91768256836036,291.09198011357694,289.6944567468189,291.03375244140625,34352200,1.397523366758037,1.1160698730458876,0.38,2019
10-24,292.0333865633568,292.1886702386739,290.6261486177117,291.5093078613281,35453100,1.5625216209622295,-0.524078702028703,-0.18,2019
10-25,290.89785631371734,293.2853092450756,290.8396286439115,292.7030029296875,45205400,2.4456806011640992,1.805146615970159,0.62,2019
10-28,294.00347820998826,294.8866373823915,293.9743643742972,294.35284423828125,42147000,0.9122730080943029,0.3493660282929909,0.12,2019
10-29,294.0617060797125,295.2554325785126,293.9258217681756,294.2655029296875,44284900,1.3296108103370443,0.20379684997499226,0.07,2019
10-30,294.4790140135277,295.5659700355771,293.08149066594126,295.1680908203125,49643900,2.484479369635835,0.689076806784783,0.23,2019
10-31,295.1584069196841,295.1584069196841,292.8292109714703,294.3819885253906,69053800,2.329195948213851,-0.7764183942935006,-0.26,2019
11-01,295.9251186917832,297.15764405272404,295.7504060375914,297.109130859375,71141500,1.4072380151326342,1.1840121675917885,0.4,2019
11-04,298.7686158431431,298.9141850097797,297.9048560922195,298.3027648925781,60606900,1.0093289175601967,-0.4658509505649704,-0.16,2019
11-05,298.5163173974508,298.8365992255703,297.6622720122413,297.97283935546875,42933200,1.1743272133289793,-0.5434780419820413,-0.18,2019
