Submission Date,Open,High,Low,Close,Volume,Amplitude,Daily Change,Daily Change %,Ticker,Total Cases,Daily New Cases,Total Deaths,Daily New Deaths
2020-01-22,53.21723872380782,53.253972774588895,52.65705671042796,52.80398941040039,14677700,0.5969160641609363,-0.41324931340742665,-0.78,XLE,33,33,0,0
2020-01-23,52.25299623170662,52.767258965173426,51.848928651808826,52.601959228515625,13278000,0.9183303133645992,0.3489629968090071,0.67,XLE,35,2,0,0
2020-01-24,52.36319457789507,52.60195891656697,51.59179697911739,51.9958610534668,20390600,1.0101619374495812,-0.3673335244282754,-0.7,XLE,36,1,0,0
2020-01-27,50.94896326183232,51.15099704344093,50.489798124105114,50.554080963134766,21682500,0.661198919335817,-0.39488229869755287,-0.78,XLE,43,1,0,0
2020-01-28,50.83876960113835,51.095900982502755,50.58163821977395,50.783668518066406,14300100,0.514262762728805,-0.05510108307194628,-0.11,XLE,44,1,0,0
2020-01-29,51.06834716743157,51.252013923112955,50.1867509439433,50.251033782958984,13745400,1.0652629791696526,-0.817313384472584,-1.6,XLE,45,1,0,0
2020-01-30,49.727589667484445,50.71020285805146,49.599020476318145,50.65510177612305,24430500,1.1111823817333146,0.9275121086386022,1.87,XLE,47,2,0,0
2020-01-31,49.801054789585336,49.93880574425755,48.81844158883695,49.0755729675293,33430500,1.120364155420603,-0.7254818220560395,-1.46,XLE,51,4,0,0
2020-02-03,49.01128865726725,49.08475676506945,48.258258068055625,48.432743072509766,21289200,0.8264986970138253,-0.5785455847574852,-1.18,XLE,545,29,187,0
2020-02-04,49.13067150635209,49.51636855442165,48.515391881150045,48.60722351074219,19819800,1.0009766732716088,-0.5234479956098994,-1.07,XLE,553,8,187,0
2020-02-05,49.41535628915878,50.60918501682106,49.38780399713161,50.43470001220703,34382000,1.2213810196894457,1.0193437230482516,2.06,XLE,558,5,187,0
2020-02-06,50.67346357059833,50.67346357059833,49.837783181652,49.920433044433594,15400600,0.8356803889463293,-0.7530305261647356,-1.49,XLE,560,2,187,0
2020-02-07,49.54391956573605,49.782683898397856,49.314336994535374,49.571468353271484,13693300,0.4683469038624821,0.027548787535437214,0.06,XLE,565,5,187,0
2020-02-10,49.314338898584744,49.43372282110113,49.020473476353764,49.32352066040039,14640600,0.4132493447473635,0.009181761815646894,0.02,XLE,617,9,188,0
2020-02-11,49.99390358749207,50.06737169787899,49.65412233483335,49.8745231628418,13844600,0.41324936304563664,-0.11938042465027365,-0.24,XLE,628,11,188,0
2020-02-12,50.618367407143054,50.82958296516184,50.131653447497676,50.54490280151367,17199800,0.6979295176641642,-0.07346460562938262,-0.15,XLE,638,10,188,0
2020-02-13,50.407153343657946,50.67346999115903,50.09492087838309,50.38878631591797,11974900,0.5785491127759386,-0.018367027739977004,-0.04,XLE,644,6,188,0
2020-02-14,50.56327283989391,50.60000339331989,49.810242195798445,50.122474670410156,12520000,0.7897611975214431,-0.44079816948375594,-0.87,XLE,652,8,188,0
2020-02-18,49.68166859466229,50.11328496332502,49.2500557291517,49.70922088623047,16314700,0.8632292341733248,0.027552291568177623,0.06,XLE,695,7,188,0
2020-02-19,50.03981877391541,50.572448517606986,49.76431688587793,50.37041473388672,12455400,0.8081316317290543,0.33059595997131197,0.66,XLE,712,17,189,1
2020-02-20,50.498985825864914,50.875501116846955,50.18675337701501,50.3153190612793,13050800,0.6887477398319461,-0.1836667645856167,-0.36,XLE,726,14,189,0
2020-02-21,49.83778296093,49.88369877268266,49.305149735773824,49.71839904785156,13808200,0.5785490369088393,-0.11938391307843688,-0.24,XLE,745,19,189,0
2020-02-24,47.84500800842434,48.120509905435604,47.27564419402854,47.422576904296875,33037500,0.844865711407067,-0.42243110412746177,-0.88,XLE,814,19,189,0
2020-02-25,47.55114662678965,47.58788068326489,45.03492331182718,45.32878875732422,42837300,2.5529573714377136,-2.2223578694654336,-4.67,XLE,838,24,189,0
2020-02-26,45.4940855863261,45.71448290471703,43.94210507987565,43.960472106933594,48828300,1.772377824841378,-1.533613479392507,-3.37,XLE,882,44,189,0
2020-02-27,42.82174236276945,43.64823752109049,41.59117963521621,41.60954666137695,61278700,2.0570578858742863,-1.2121957013924956,-2.83,XLE,919,37,190,1
2020-02-28,40.296332630844844,42.096259092593534,39.96573317804367,41.572811126708984,68755800,2.130525914549864,1.27647849586414,3.17,XLE,970,51,190,0
2020-03-02,42.50032259858539,43.30845419470652,41.26057816965055,43.253353118896484,36642700,2.04787602505597,0.7530305203110927,1.77,XLE,1175,79,197,6
2020-03-03,43.501305590530826,44.07067290220875,41.462614694469956,41.93096160888672,48595300,2.608058207738793,-1.5703439816441076,-3.61,XLE,1346,171,200,3
2020-03-04,42.830924877347236,42.93194177143141,41.94014336022544,42.922760009765625,24484500,0.9917984112059699,0.09183513241838881,0.21,XLE,1489,143,202,2
2020-03-05,41.69219791806857,41.885046444460286,40.66366543767513,41.352413177490234,29387300,1.2213810067851583,-0.3397847405783381,-0.81,XLE,1656,167,205,3
2020-03-06,39.94736776912914,40.305516023106655,38.44130664822262,39.02903747558594,61517400,1.8642093748840338,-0.9183302935431996,-2.3,XLE,1872,216,209,4
2020-03-09,32.205845152906484,33.45477499168561,30.97528234153909,31.16813087463379,66556900,2.479492650146522,-1.037714278272695,-3.22,XLE,3090,600,223,4
2020-03-10,33.67516577618943,33.81291670345649,30.635495144331507,32.646636962890625,48431100,3.17742155912498,-1.0285288132988057,-3.05,XLE,3763,673,229,6
2020-03-11,31.63647937967783,32.18747615570085,30.424283669905538,30.92017936706543,43477300,1.7631924857953116,-0.7163000126124004,-2.26,XLE,4627,864,243,14
2020-03-12,28.642723568201788,29.386570647269487,26.980544404830813,27.063194274902344,38829100,2.4060262424386742,-1.5795292932994442,-5.51,XLE,5774,1147,250,7
